Date,Total Confirmed Cases,Forecast Confirmed Cases,Forecast Confirmed Cases Upper Bound,Forecast Confirmed Cases Lower Bound,uid,Lat,Lang,Province,Country,ACC: Forecast Confirmed Cases
2020-03-17,2700.0,2678,2840,2546,Switzerland-NaN,46.8182,8.2275,,Switzerland,0.99
2020-03-16,1018,1095,1272,929,Austria-NaN,47.5162,14.5501,,Austria,0.93
2020-03-17,1332.0,1535,1815,1190,Austria-NaN,47.5162,14.5501,,Austria,0.87
2020-03-16,255,271,300,220,Israel-NaN,31.0,35.0,,Israel,0.94
2020-03-17,337.0,316,382,262,Israel-NaN,31.0,35.0,,Israel,0.93
2020-03-16,200,117,530,-181,Brazil-NaN,-14.235,-51.9253,,Brazil,0.29
2020-03-17,321.0,398,888,-56,Brazil-NaN,-14.235,-51.9253,,Brazil,0.81
2020-03-16,331,347,350,344,Greece-NaN,39.0742,21.8243,,Greece,0.95
2020-03-17,387.0,428,433,423,Greece-NaN,39.0742,21.8243,,Greece,0.9
2020-03-16,1333,1727,2264,1235,Norway-NaN,60.472,8.4689,,Norway,0.77
2020-03-17,1463.0,2404,3283,1551,Norway-NaN,60.472,8.4689,,Norway,0.61
2020-03-16,158,194,254,148,Romania-NaN,45.9432,24.9668,,Romania,0.81
2020-03-17,184.0,250,355,160,Romania-NaN,45.9432,24.9668,,Romania,0.74
2020-03-16,205,139,162,110,Estonia-NaN,58.5953,25.0136,,Estonia,0.53
2020-03-17,225.0,115,135,83,Estonia-NaN,58.5953,25.0136,,Estonia,0.04
2020-03-16,109,121,123,118,San Marino-NaN,43.9424,12.4578,,San Marino,0.9
2020-03-17,109.0,150,153,149,San Marino-NaN,43.9424,12.4578,,San Marino,0.73
2020-03-16,180,218,220,214,Iceland-NaN,64.9631,-19.0208,,Iceland,0.83
2020-03-17,220.0,237,241,234,Iceland-NaN,64.9631,-19.0208,,Iceland,0.93
2020-03-16,169,122,133,112,Ireland-NaN,53.1424,-7.6921,,Ireland,0.61
2020-03-17,223.0,216,223,209,Ireland-NaN,53.1424,-7.6921,,Ireland,0.97
2020-03-16,439,487,489,485,Qatar-NaN,25.3548,51.1839,,Qatar,0.9
2020-03-17,439.0,417,418,415,Qatar-NaN,25.3548,51.1839,,Qatar,0.95
2020-03-16,134,204,389,21,Indonesia-NaN,-0.7893,113.9213,,Indonesia,0.66
2020-03-17,172.0,363,656,167,Indonesia-NaN,-0.7893,113.9213,,Indonesia,0.47
2020-03-16,331,255,261,247,Portugal-NaN,39.3999,-8.2245,,Portugal,0.7
2020-03-17,448.0,314,325,303,Portugal-NaN,39.3999,-8.2245,,Portugal,0.57
2020-03-16,118,235,351,100,Saudi Arabia-NaN,24.0,45.0,,Saudi Arabia,0.5
2020-03-17,171.0,331,382,257,Saudi Arabia-NaN,24.0,45.0,,Saudi Arabia,0.52
2020-03-16,177,187,190,185,Poland-NaN,51.9194,19.1451,,Poland,0.95
2020-03-17,238.0,250,254,247,Poland-NaN,51.9194,19.1451,,Poland,0.95
2020-03-16,253,282,286,278,Slovenia-NaN,46.1512,14.9955,,Slovenia,0.9
2020-03-17,275.0,327,331,323,Slovenia-NaN,46.1512,14.9955,,Slovenia,0.84
2020-03-16,177,143,305,-55,Canada-Ontario,51.2538,-85.3232,Ontario,Canada,0.76
2020-03-17,185.0,194,428,-51,Canada-Ontario,51.2538,-85.3232,Ontario,Canada,0.95
2020-03-16,56,36,36,35,Canada-Alberta,53.9333,-116.5765,Alberta,Canada,0.44
2020-03-17,74.0,39,39,38,Canada-Alberta,53.9333,-116.5765,Alberta,Canada,0.1
2020-03-16,50,28,47,11,Canada-Quebec,52.9399,-73.5491,Quebec,Canada,0.21
2020-03-17,74.0,44,129,-29,Canada-Quebec,52.9399,-73.5491,Quebec,Canada,0.32
2020-03-16,904,693,714,674,US-Washington,47.4009,-121.4905,Washington,US,0.7
2020-03-17,1076.0,726,752,701,US-Washington,47.4009,-121.4905,Washington,US,0.52
2020-03-16,967,1010,1038,987,US-New York,42.1657,-74.9481,New York,US,0.96
2020-03-17,1706.0,1286,1307,1266,US-New York,42.1657,-74.9481,New York,US,0.67
2020-03-16,557,541,548,534,US-California,36.1162,-119.6816,California,US,0.97
2020-03-17,698.0,669,679,658,US-California,36.1162,-119.6816,California,US,0.96
2020-03-16,197,190,196,184,US-Massachusetts,42.2302,-71.5301,Massachusetts,US,0.96
2020-03-17,218.0,223,230,219,US-Massachusetts,42.2302,-71.5301,Massachusetts,US,0.98
2020-03-16,121,155,161,150,US-Georgia,33.0406,-83.6431,Georgia,US,0.78
2020-03-17,146.0,228,235,221,US-Georgia,33.0406,-83.6431,Georgia,US,0.64
2020-03-16,160,221,233,211,US-Colorado,39.0598,-105.3111,Colorado,US,0.72
2020-03-17,160.0,300,315,282,US-Colorado,39.0598,-105.3111,Colorado,US,0.53
2020-03-16,155,186,197,178,US-Florida,27.7663,-81.6868,Florida,US,0.83
2020-03-17,216.0,273,287,261,US-Florida,27.7663,-81.6868,Florida,US,0.79
2020-03-16,178,185,210,161,US-New Jersey,40.2989,-74.521,New Jersey,US,0.96
2020-03-17,267.0,268,340,179,US-New Jersey,40.2989,-74.521,New Jersey,US,1.0
2020-03-16,85,98,100,96,US-Texas,31.0545,-97.5635,Texas,US,0.87
2020-03-17,110.0,124,127,122,US-Texas,31.0545,-97.5635,Texas,US,0.89
2020-03-16,105,141,147,137,US-Illinois,40.3495,-88.9861,Illinois,US,0.74
2020-03-17,161.0,201,210,196,US-Illinois,40.3495,-88.9861,Illinois,US,0.8
2020-03-16,77,127,186,65,US-Pennsylvania,40.5908,-77.2098,Pennsylvania,US,0.61
2020-03-17,112.0,153,261,44,US-Pennsylvania,40.5908,-77.2098,Pennsylvania,US,0.73
2020-03-16,41,45,47,43,US-Maryland,39.0639,-76.8021,Maryland,US,0.91
2020-03-17,60.0,63,66,61,US-Maryland,39.0639,-76.8021,Maryland,US,0.95
2020-03-16,38,47,49,45,US-North Carolina,35.6301,-79.8064,North Carolina,US,0.81
2020-03-17,64.0,69,71,66,US-North Carolina,35.6301,-79.8064,North Carolina,US,0.93
2020-03-16,52,52,56,48,US-Tennessee,35.7478,-86.6923,Tennessee,US,1.0
2020-03-17,74.0,57,62,54,US-Tennessee,35.7478,-86.6923,Tennessee,US,0.7
2020-03-16,49,105,212,-5,US-Virginia,37.7693,-78.17,Virginia,US,0.47
2020-03-17,67.0,106,240,-56,US-Virginia,37.7693,-78.17,Virginia,US,0.63
2020-03-16,45,35,59,8,US-Nevada,38.3135,-117.0554,Nevada,US,0.71
2020-03-17,56.0,42,63,9,US-Nevada,38.3135,-117.0554,Nevada,US,0.67
2020-03-16,54,32,110,-64,US-Minnesota,45.6945,-93.9002,Minnesota,US,0.31
2020-03-17,60.0,56,194,-49,US-Minnesota,45.6945,-93.9002,Minnesota,US,0.93
2020-03-16,50,50,218,-179,US-Ohio,40.3888,-82.7649,Ohio,US,1.0
2020-03-17,67.0,41,310,-247,US-Ohio,40.3888,-82.7649,Ohio,US,0.37
2020-03-16,47,42,255,-131,US-Wisconsin,44.2685,-89.6165,Wisconsin,US,0.88
2020-03-17,72.0,35,278,-360,US-Wisconsin,44.2685,-89.6165,Wisconsin,US,-0.06
2020-03-16,30,76,110,55,US-Connecticut,41.5978,-72.7554,Connecticut,US,0.39
2020-03-17,68.0,98,160,43,US-Connecticut,41.5978,-72.7554,Connecticut,US,0.69
2020-03-16,39,49,101,-15,US-Utah,40.15,-111.8624,Utah,US,0.8
2020-03-17,51.0,76,149,-5,US-Utah,40.15,-111.8624,Utah,US,0.67
2020-03-16,136,38,969,-1110,US-Louisiana,31.1695,-91.8678,Louisiana,US,-1.58
2020-03-17,196.0,180,1766,-745,US-Louisiana,31.1695,-91.8678,Louisiana,US,0.91
2020-03-16,53,8,388,-431,US-Michigan,43.3266,-84.5361,Michigan,US,-4.62
2020-03-17,65.0,-30,436,-405,US-Michigan,43.3266,-84.5361,Michigan,US,4.17
2020-03-16,14991,14443,14562,14322,Iran-NaN,32.0,53.0,,Iran,0.96
2020-03-17,16169.0,15414,15505,15312,Iran-NaN,32.0,53.0,,Iran,0.95
2020-03-16,8236,8056,8145,7966,"Korea, South-NaN",36.0,128.0,,"Korea, South",0.98
2020-03-17,8320.0,8137,8293,7966,"Korea, South-NaN",36.0,128.0,,"Korea, South",0.98
2020-03-16,6633,5368,6091,4377,France-France,46.2276,2.2137,France,France,0.76
2020-03-17,7652.0,6345,7038,5699,France-France,46.2276,2.2137,France,France,0.79
2020-03-16,696,709,711,706,Cruise Ship-Diamond Princess,35.4437,139.638,Diamond Princess,Cruise Ship,0.98
2020-03-17,696.0,710,712,707,Cruise Ship-Diamond Princess,35.4437,139.638,Diamond Princess,Cruise Ship,0.98
2020-03-16,914,1511,2741,618,Denmark-Denmark,56.2639,9.5018,Denmark,Denmark,0.6
2020-03-17,977.0,2805,8384,-1505,Denmark-Denmark,56.2639,9.5018,Denmark,Denmark,0.35
2020-03-16,1543,1271,1450,1135,United Kingdom-United Kingdom,55.3781,-3.4360000000000004,United Kingdom,United Kingdom,0.79
2020-03-17,1950.0,1390,1850,957,United Kingdom-United Kingdom,55.3781,-3.4360000000000004,United Kingdom,United Kingdom,0.6
2020-03-16,1413,1156,1178,1134,Netherlands-Netherlands,52.1326,5.2913,Netherlands,Netherlands,0.78
2020-03-17,1705.0,1156,1180,1130,Netherlands-Netherlands,52.1326,5.2913,Netherlands,Netherlands,0.53
