Country,Date,Forecast Active Cases,Forecast Active Cases Lower Bound,Forecast Active Cases Upper Bound,Forecast Confirmed Cases,Forecast Confirmed Cases Lower Bound,Forecast Confirmed Cases Upper Bound,Forecast New Cases,Forecast New Cases Lower Bound,Forecast New Cases Upper Bound,Lang,Lat,Province,uid
Croatia,2020-04-03,1035,651,1438,1224,877,1616,116,12,242,15.2,45.1,,Croatia
Colombia,2020-04-03,1193,756,1724,1236,826,1675,113,2,244,-74.2973,4.5709,,Colombia
Chile,2020-04-03,3942,2260,5744,4171,2932,5655,429,41,807,-71.543,-35.6751,,Chile
Panama,2020-04-03,1642,1018,2255,1790,1317,2344,227,24,420,-80.7821,8.538,,Panama
Oman,2020-04-03,266,142,383,296,208,427,39,0,82,57.0,21.0,,Oman
Canada,2020-04-03,326,178,487,306,185,437,32,0,68,-106.4509,52.9399,Saskatchewan,Canada - Saskatchewan
Costa Rica,2020-04-03,483,313,666,513,364,636,48,0,101,-83.7534,9.7489,,Costa Rica
Canada,2020-04-03,238,145,354,249,160,360,23,0,63,-63.7443,44.681999999999995,Nova Scotia,Canada - Nova Scotia
Peru,2020-04-03,1394,874,1971,1405,1054,1828,166,25,304,-75.0152,-9.19,,Peru
Canada,2020-04-03,5987,3784,8125,6136,4111,7941,719,202,1272,-73.5491,52.9399,Quebec,Canada - Quebec
Philippines,2020-04-03,2826,1427,4030,3117,2020,4606,423,50,828,122.0,13.0,,Philippines
Cote d'Ivoire,2020-04-03,354,166,535,380,200,578,36,0,89,-5.5471,7.54,,Cote d'Ivoire
Canada,2020-04-03,2495,1588,3338,2589,1682,3419,309,58,574,-85.3232,51.2538,Ontario,Canada - Ontario
North Macedonia,2020-04-03,382,252,500,505,301,583,29,0,73,21.7453,41.6086,,North Macedonia
Poland,2020-04-03,3400,2247,4702,3109,2022,4231,375,17,717,19.1451,51.9194,,Poland
Norway,2020-04-03,5795,4333,7505,5721,4549,6722,447,182,754,8.4689,60.472,,Norway
Canada,2020-04-03,1027,659,1422,998,725,1297,91,14,156,-116.5765,53.9333,Alberta,Canada - Alberta
Saudi Arabia,2020-04-03,1909,1308,2693,2104,1614,2621,172,40,282,45.0,24.0,,Saudi Arabia
Denmark,2020-04-03,2984,2181,3769,3127,2606,3654,284,133,459,9.5018,56.2639,,Denmark
South Africa,2020-04-03,2353,1509,3176,2394,1772,3039,254,61,419,22.9375,-30.5595,,South Africa
Malaysia,2020-04-03,2729,2015,3476,3397,2750,4029,261,21,454,112.5,2.5,,Malaysia
Bosnia and Herzegovina,2020-04-03,562,374,798,580,381,820,62,8,136,17.6791,43.9159,,Bosnia and Herzegovina
Spain,2020-04-03,70021,48042,92585,116516,95046,138411,11938,4082,19122,-4.0,40.0,,Spain
Finland,2020-04-03,1800,1210,2442,1795,1374,2228,154,30,276,26.0,64.0,,Finland
Luxembourg,2020-04-03,2980,2133,3939,3135,2387,3852,277,57,575,6.1296,49.8153,,Luxembourg
Estonia,2020-04-03,982,628,1334,980,743,1269,101,15,204,25.0136,58.5953,,Estonia
Pakistan,2020-04-03,2315,1561,3051,2298,1783,2891,191,60,329,69.3451,30.3753,,Pakistan
France,2020-04-03,115,79,159,155,111,194,9,0,27,-61.5833,16.25,Guadeloupe,France - Guadeloupe
Bahrain,2020-04-03,265,183,335,643,538,764,26,7,42,50.55,26.0275,,Bahrain
Lithuania,2020-04-03,874,558,1187,911,592,1354,97,18,189,23.8813,55.1694,,Lithuania
Sweden,2020-04-03,4977,3372,6279,5060,4080,6018,562,208,939,16.0,63.0,,Sweden
Azerbaijan,2020-04-03,381,219,588,407,263,590,42,0,105,47.5769,40.1431,,Azerbaijan
France,2020-04-03,115,62,175,126,73,161,7,0,20,45.1662,-12.8275,Mayotte,France - Mayotte
Sri Lanka,2020-04-03,129,95,165,141,115,155,2,0,10,81.0,7.0,,Sri Lanka
Brazil,2020-04-03,6851,4728,8911,7230,5447,9205,628,260,1210,-51.9253,-14.235,,Brazil
Slovenia,2020-04-03,1002,695,1290,988,828,1168,94,19,161,14.9955,46.1512,,Slovenia
Malta,2020-04-03,200,143,251,209,163,261,3,0,18,14.3754,35.9375,,Malta
Moldova,2020-04-03,482,261,704,473,305,641,49,0,110,28.3699,47.4116,,Moldova
Senegal,2020-04-03,156,104,206,224,156,298,19,0,53,-14.4524,14.4974,,Senegal
Dominican Republic,2020-04-03,1754,991,2574,1856,1275,2507,218,19,477,-70.1627,18.7357,,Dominican Republic
Serbia,2020-04-03,1499,721,2182,1522,918,2137,157,0,309,21.0059,44.0165,,Serbia
Mexico,2020-04-03,1661,1107,2474,1688,1063,2329,184,0,406,-102.5528,23.6345,,Mexico
Burkina Faso,2020-04-03,313,210,447,396,290,543,34,0,94,-1.5616,12.2383,,Burkina Faso
Singapore,2020-04-03,824,596,1069,1173,901,1485,106,19,198,103.8333,1.2833,,Singapore
Ecuador,2020-04-03,2985,2032,3915,3220,2346,4206,268,81,468,-78.1834,-1.8312,,Ecuador
Mauritius,2020-04-03,201,104,290,205,123,289,21,0,51,57.5,-20.2,,Mauritius
Bulgaria,2020-04-03,487,336,643,518,390,673,42,5,84,25.4858,42.7339,,Bulgaria
Slovakia,2020-04-03,453,316,609,427,311,548,36,0,78,19.699,48.669,,Slovakia
Egypt,2020-04-03,580,398,747,834,663,981,75,0,142,30.0,26.0,,Egypt
Brunei,2020-04-03,103,73,127,144,128,167,1,0,10,114.7277,4.5353,,Brunei
Lebanon,2020-04-03,540,384,683,594,471,780,30,0,74,35.8623,33.8547,,Lebanon
