Country,Date,Forecast Active Cases,Forecast Active Cases Lower Bound,Forecast Active Cases Upper Bound,Forecast Confirmed Cases,Forecast Confirmed Cases Lower Bound,Forecast Confirmed Cases Upper Bound,Forecast New Cases,Forecast New Cases Lower Bound,Forecast New Cases Upper Bound,Lang,Lat,Province,uid
Malta,2020-04-01,182,148,212,188,158,219,5,0,14,14.3754,35.9375,,Malta
United Kingdom,2020-04-01,25298,19875,30980,28484,23760,32737,3698,1704,5956,-3.4360000000000004,55.3781,,United Kingdom
Poland,2020-04-01,2730,2088,3417,2605,1961,3187,315,96,503,19.1451,51.9194,,Poland
Malaysia,2020-04-01,2541,2104,2925,3060,2661,3461,202,28,354,112.5,2.5,,Malaysia
Switzerland,2020-04-01,14992,12319,17716,18720,16685,20773,1280,565,1891,8.2275,46.8182,,Switzerland
Peru,2020-04-01,1147,846,1422,1167,989,1385,146,52,245,-75.0152,-9.19,,Peru
Russia,2020-04-01,2417,1646,2953,2501,1874,3157,380,170,622,90.0,60.0,,Russia
Netherlands,2020-04-01,13257,10501,15717,14790,12537,17100,1582,576,2744,5.2913,52.1326,,Netherlands
"Korea, South",2020-04-01,3996,2982,5012,10777,9499,12255,100,82,118,128.0,36.0,,"Korea, South"
Tunisia,2020-04-01,491,338,631,482,340,607,65,6,124,9.0,34.0,,Tunisia
Uzbekistan,2020-04-01,213,150,289,237,165,306,32,0,61,64.5853,41.3775,,Uzbekistan
Saudi Arabia,2020-04-01,1637,1336,1939,1756,1472,2029,132,61,225,45.0,24.0,,Saudi Arabia
Kuwait,2020-04-01,222,174,271,308,252,357,25,0,63,47.75,29.5,,Kuwait
United Kingdom,2020-04-01,83,51,119,101,69,127,14,0,32,-5.3536,36.1408,Gibraltar,United Kingdom - Gibraltar
Panama,2020-04-01,1328,967,1692,1385,1105,1671,192,49,329,-80.7821,8.538,,Panama
Morocco,2020-04-01,705,535,904,775,560,1019,120,27,206,-7.0926,31.7917,,Morocco
San Marino,2020-04-01,221,182,257,254,226,284,4,0,11,12.4578,43.9424,,San Marino
Latvia,2020-04-01,470,365,596,461,376,556,54,27,92,24.6032,56.8796,,Latvia
Taiwan*,2020-04-01,320,251,379,368,310,415,21,2,42,121.0,23.7,,Taiwan*
US,2020-04-01,174567,144159,215182,199727,175139,229072,24820,14191,37054,-95.7129,37.0902,,US
Lebanon,2020-04-01,485,390,582,549,460,648,30,7,56,35.8623,33.8547,,Lebanon
Turkey,2020-04-01,16229,10538,22808,16597,13433,20352,2320,938,4025,35.2433,38.9637,,Turkey
Cuba,2020-04-01,226,160,334,227,156,320,37,4,68,-80.0,22.0,,Cuba
Canada,2020-04-01,1995,1523,2497,2012,1598,2384,326,117,468,-85.3232,51.2538,Ontario,Canada - Ontario
Azerbaijan,2020-04-01,301,212,401,308,240,389,46,9,80,47.5769,40.1431,,Azerbaijan
France,2020-04-01,260,182,339,269,208,322,18,1,40,55.2471,-21.1351,Reunion,France - Reunion
Canada,2020-04-01,110,63,161,109,78,141,18,0,37,-98.8139,53.7609,Manitoba,Canada - Manitoba
Austria,2020-04-01,10661,8603,12383,11442,9826,12970,867,384,1300,14.5501,47.5162,,Austria
France,2020-04-01,122,88,149,120,94,143,6,0,16,-61.0242,14.6415,Martinique,France - Martinique
Canada,2020-04-01,107,53,150,107,72,143,14,0,34,-66.4619,46.5653,New Brunswick,Canada - New Brunswick
Denmark,2020-04-01,95,80,112,188,162,212,5,0,12,-6.9118,61.8926,Faroe Islands,Denmark - Faroe Islands
Australia,2020-04-01,389,297,480,438,350,539,45,10,84,115.8605,-31.9505,Western Australia,Australia - Western Australia
France,2020-04-01,35271,29501,41538,51357,45223,58020,4941,2254,7523,2.2137,46.2276,,France
Australia,2020-04-01,804,613,981,1058,871,1249,125,35,191,144.9631,-37.8136,Victoria,Australia - Victoria
Canada,2020-04-01,224,145,303,225,152,320,27,0,63,-57.6604,53.1355,Newfoundland and Labrador,Canada - Newfoundland and Labrador
Australia,2020-04-01,89,58,114,97,73,128,11,0,21,145.9707,-41.4545,Tasmania,Australia - Tasmania
Germany,2020-04-01,61032,49925,73228,80694,69163,91146,7754,3502,12760,9.0,51.0,,Germany
Czechia,2020-04-01,3968,3096,4860,3964,3405,4613,401,152,717,15.472999999999999,49.8175,,Czechia
Bahrain,2020-04-01,246,203,286,598,522,688,20,8,38,50.55,26.0275,,Bahrain
France,2020-04-01,94,64,125,98,71,115,7,0,15,45.1662,-12.8275,Mayotte,France - Mayotte
Canada,2020-04-01,1139,915,1328,1126,934,1334,48,18,78,-123.1207,49.2827,British Columbia,Canada - British Columbia
Burkina Faso,2020-04-01,265,207,325,322,257,393,32,8,56,-1.5616,12.2383,,Burkina Faso
Egypt,2020-04-01,535,436,663,757,648,859,53,19,86,30.0,26.0,,Egypt
Bulgaria,2020-04-01,428,339,522,451,367,522,36,8,65,25.4858,42.7339,,Bulgaria
Dominican Republic,2020-04-01,1325,904,1831,1407,1101,1664,212,74,328,-70.1627,18.7357,,Dominican Republic
Estonia,2020-04-01,858,619,1079,864,723,1021,78,13,139,25.0136,58.5953,,Estonia
Brunei,2020-04-01,98,81,115,140,125,157,3,0,11,114.7277,4.5353,,Brunei
Canada,2020-04-01,844,640,1039,834,678,985,71,27,129,-116.5765,53.9333,Alberta,Canada - Alberta
Brazil,2020-04-01,5720,4697,6874,6110,4992,6968,570,224,900,-51.9253,-14.235,,Brazil
Finland,2020-04-01,1580,1179,1966,1587,1338,1837,134,57,230,26.0,64.0,,Finland
Denmark,2020-04-01,2815,2333,3258,2815,2590,3224,230,95,363,9.5018,56.2639,,Denmark
Bosnia and Herzegovina,2020-04-01,452,344,564,463,359,579,56,19,107,17.6791,43.9159,,Bosnia and Herzegovina
Colombia,2020-04-01,996,759,1239,992,775,1212,104,32,182,-74.2973,4.5709,,Colombia
France,2020-04-01,104,82,128,134,108,156,11,0,24,-61.5833,16.25,Guadeloupe,France - Guadeloupe
Belgium,2020-04-01,12980,10082,15991,15788,13149,19202,2385,1110,3527,4.0,50.8333,,Belgium
Cyprus,2020-04-01,261,199,319,278,218,345,32,3,58,33.4299,35.1264,,Cyprus
Australia,2020-04-01,406,301,510,415,336,499,32,5,56,138.6007,-34.9285,South Australia,Australia - South Australia
Ecuador,2020-04-01,2573,2070,3055,2689,2259,3077,222,95,375,-78.1834,-1.8312,,Ecuador
Ghana,2020-04-01,223,152,306,238,181,292,23,2,50,-1.0232,7.9465,,Ghana
Andorra,2020-04-01,485,340,611,481,388,592,59,24,101,1.5218,42.5063,,Andorra
Iceland,2020-04-01,1070,876,1275,1318,1083,1533,112,34,186,-19.0208,64.9631,,Iceland
India,2020-04-01,1237,950,1522,1386,1142,1631,150,49,279,78.0,21.0,,India
Canada,2020-04-01,238,162,322,230,163,296,29,0,52,-106.4509,52.9399,Saskatchewan,Canada - Saskatchewan
Argentina,2020-04-01,968,761,1225,1082,871,1311,110,32,186,-63.6167,-38.4161,,Argentina
Chile,2020-04-01,3209,2242,4038,3280,2643,3872,400,126,666,-71.543,-35.6751,,Chile
Albania,2020-04-01,214,170,263,278,236,333,27,0,54,20.1683,41.1533,,Albania
Hungary,2020-04-01,540,370,685,604,460,756,87,36,147,19.5033,47.1625,,Hungary
Croatia,2020-04-01,877,665,1107,1003,807,1195,113,38,173,15.2,45.1,,Croatia
Armenia,2020-04-01,528,403,656,559,459,679,56,9,104,45.0382,40.0691,,Armenia
Canada,2020-04-01,4740,3341,5885,4616,3626,5639,638,289,968,-73.5491,52.9399,Quebec,Canada - Quebec
Algeria,2020-04-01,688,491,876,717,559,886,88,33,148,1.6596,28.0339,,Algeria
Cote d'Ivoire,2020-04-01,269,176,364,277,194,384,31,1,68,-5.5471,7.54,,Cote d'Ivoire
Australia,2020-04-01,110,77,148,112,79,141,11,0,24,149.0124,-35.4735,Australian Capital Territory,Australia - Australian Capital Territory
Iran,2020-04-01,26507,22051,31451,46558,40353,52116,4114,1686,6263,53.0,32.0,,Iran
Afghanistan,2020-04-01,154,113,204,168,136,199,11,0,27,65.0,33.0,,Afghanistan
Australia,2020-04-01,2576,2009,3192,2618,2232,3092,322,89,504,151.2093,-33.8688,New South Wales,Australia - New South Wales
Greece,2020-04-01,1341,1065,1610,1436,1212,1641,129,33,231,21.8243,39.0742,,Greece
Indonesia,2020-04-01,1556,1117,1981,1743,1480,2043,180,67,309,113.9213,-0.7893,,Indonesia
Canada,2020-04-01,185,134,245,188,141,234,24,1,47,-63.7443,44.681999999999995,Nova Scotia,Canada - Nova Scotia
Australia,2020-04-01,883,629,1057,880,730,1038,73,33,127,153.4,-28.0167,Queensland,Australia - Queensland
Costa Rica,2020-04-01,416,308,520,423,344,495,40,10,67,-83.7534,9.7489,,Costa Rica
Chile,2020-04-02,3540,2241,4858,3750,2799,4624,416,37,787,-71.543,-35.6751,,Chile
Serbia,2020-04-02,1365,795,1892,1326,887,1760,164,4,313,21.0059,44.0165,,Serbia
Senegal,2020-04-02,148,108,188,205,156,257,18,0,39,-14.4524,14.4974,,Senegal
Panama,2020-04-02,1504,1013,1993,1575,1243,2025,218,53,385,-80.7821,8.538,,Panama
Peru,2020-04-02,1270,869,1702,1278,1034,1564,170,35,296,-75.0152,-9.19,,Peru
Canada,2020-04-02,1236,929,1486,1196,935,1446,70,19,120,-123.1207,49.2827,British Columbia,Canada - British Columbia
Canada,2020-04-02,273,163,408,267,171,355,30,0,65,-106.4509,52.9399,Saskatchewan,Canada - Saskatchewan
Saudi Arabia,2020-04-02,1773,1374,2158,1947,1560,2333,153,55,260,45.0,24.0,,Saudi Arabia
Philippines,2020-04-02,2476,1420,3348,2657,1855,3686,368,112,632,122.0,13.0,,Philippines
Qatar,2020-04-02,658,482,820,685,622,767,12,2,21,51.1839,25.3548,,Qatar
Canada,2020-04-02,5255,3578,7037,5390,3895,6799,686,233,1101,-73.5491,52.9399,Quebec,Canada - Quebec
San Marino,2020-04-02,228,181,281,264,230,300,4,0,11,12.4578,43.9424,,San Marino
Canada,2020-04-02,123,59,187,126,78,178,19,0,42,-98.8139,53.7609,Manitoba,Canada - Manitoba
Poland,2020-04-02,3065,2166,4000,2879,2022,3689,382,84,636,19.1451,51.9194,,Poland
Russia,2020-04-02,2804,1651,3638,2963,2077,3988,443,120,784,90.0,60.0,,Russia
Canada,2020-04-02,2232,1630,2899,2271,1656,2894,303,78,532,-85.3232,51.2538,Ontario,Canada - Ontario
Canada,2020-04-02,124,52,219,120,74,179,18,0,42,-66.4619,46.5653,New Brunswick,Canada - New Brunswick
Portugal,2020-04-02,9862,6811,13560,10000,8017,12554,1302,540,2080,-8.2245,39.3999,,Portugal
Canada,2020-04-02,211,143,308,219,155,299,27,0,62,-63.7443,44.681999999999995,Nova Scotia,Canada - Nova Scotia
Canada,2020-04-02,263,153,370,271,154,414,31,0,71,-57.6604,53.1355,Newfoundland and Labrador,Canada - Newfoundland and Labrador
Canada,2020-04-02,940,651,1271,921,704,1144,60,0,124,-116.5765,53.9333,Alberta,Canada - Alberta
Romania,2020-04-02,2803,1906,3913,3218,2299,4081,391,71,667,24.9668,45.9432,,Romania
Sri Lanka,2020-04-02,124,93,152,135,115,150,3,0,8,81.0,7.0,,Sri Lanka
Burkina Faso,2020-04-02,288,202,366,359,273,462,29,0,68,-1.5616,12.2383,,Burkina Faso
United Arab Emirates,2020-04-02,847,528,1130,1098,687,1309,122,0,252,54.0,24.0,,United Arab Emirates
Australia,2020-04-02,950,667,1209,973,768,1182,95,24,168,153.4,-28.0167,Queensland,Australia - Queensland
United Kingdom,2020-04-02,178,104,262,197,134,258,22,0,49,-2.3644,49.3723,Channel Islands,United Kingdom - Channel Islands
Australia,2020-04-02,2909,1998,3911,2942,2348,3735,348,101,567,151.2093,-33.8688,New South Wales,Australia - New South Wales
United Kingdom,2020-04-02,90,52,141,118,73,156,11,0,38,-5.3536,36.1408,Gibraltar,United Kingdom - Gibraltar
Australia,2020-04-02,118,76,165,124,84,170,12,0,30,149.0124,-35.4735,Australian Capital Territory,Australia - Australian Capital Territory
United Kingdom,2020-04-02,27936,20878,36620,31834,25600,39050,3719,1544,6258,-3.4360000000000004,55.3781,,United Kingdom
Armenia,2020-04-02,577,404,753,604,464,773,58,0,117,45.0382,40.0691,,Armenia
Uruguay,2020-04-02,443,320,572,440,332,582,46,3,88,-55.7658,-32.5228,,Uruguay
Argentina,2020-04-02,1081,752,1429,1208,943,1549,116,42,203,-63.6167,-38.4161,,Argentina
US,2020-04-02,181923,142828,232655,215754,180142,251818,25464,11767,36796,-95.7129,37.0902,,US
Andorra,2020-04-02,542,358,724,532,395,704,55,15,113,1.5218,42.5063,,Andorra
Uzbekistan,2020-04-02,254,153,363,262,174,372,40,0,86,64.5853,41.3775,,Uzbekistan
Algeria,2020-04-02,777,512,1060,801,562,1054,81,12,162,1.6596,28.0339,,Algeria
Venezuela,2020-04-02,94,71,111,156,126,196,4,0,19,-66.5897,6.4238,,Venezuela
Albania,2020-04-02,226,171,292,302,236,370,38,0,55,20.1683,41.1533,,Albania
Vietnam,2020-04-02,188,137,242,230,190,283,13,1,25,108.0,16.0,,Vietnam
Afghanistan,2020-04-02,168,113,225,186,136,227,9,0,29,65.0,33.0,,Afghanistan
Australia,2020-04-02,441,284,593,459,348,573,36,4,73,138.6007,-34.9285,South Australia,Australia - South Australia
Singapore,2020-04-02,798,590,1015,1118,901,1361,96,19,159,103.8333,1.2833,,Singapore
Ukraine,2020-04-02,996,556,1470,1102,727,1471,154,7,309,31.1656,48.3794,,Ukraine
Turkey,2020-04-02,18922,11170,27084,20381,14668,26029,2756,1161,4418,35.2433,38.9637,,Turkey
Slovakia,2020-04-02,426,310,557,405,311,505,38,7,71,19.699,48.669,,Slovakia
Bulgaria,2020-04-02,457,341,574,488,390,591,36,0,73,25.4858,42.7339,,Bulgaria
Slovenia,2020-04-02,944,705,1183,954,798,1113,83,21,147,14.9955,46.1512,,Slovenia
Brunei,2020-04-02,101,77,125,144,128,164,5,0,17,114.7277,4.5353,,Brunei
South Africa,2020-04-02,2104,1444,2737,2125,1655,2626,221,63,369,22.9375,-30.5595,,South Africa
Brazil,2020-04-02,6305,4679,7943,6681,5258,8141,655,230,1085,-51.9253,-14.235,,Brazil
Spain,2020-04-02,69462,51775,90186,112236,93335,131960,10842,3947,18714,-4.0,40.0,,Spain
Bosnia and Herzegovina,2020-04-02,506,360,664,528,378,707,56,8,117,17.6791,43.9159,,Bosnia and Herzegovina
Belgium,2020-04-02,14098,10202,18942,17908,14354,23014,2589,1204,4163,4.0,50.8333,,Belgium
Sweden,2020-04-02,4694,3604,5754,4832,4046,5587,564,238,905,16.0,63.0,,Sweden
Bahrain,2020-04-02,254,204,306,621,522,731,22,7,36,50.55,26.0275,,Bahrain
Switzerland,2020-04-02,15535,11754,19257,19630,17188,21940,1279,608,1960,8.2275,46.8182,,Switzerland
Azerbaijan,2020-04-02,335,216,475,350,252,472,41,0,85,47.5769,40.1431,,Azerbaijan
Taiwan*,2020-04-02,330,241,416,395,310,452,22,2,45,121.0,23.7,,Taiwan*
Austria,2020-04-02,11200,8479,13622,12068,9970,14076,958,426,1601,14.5501,47.5162,,Austria
Thailand,2020-04-02,1882,1399,2429,2014,1634,2442,185,70,305,101.0,15.0,,Thailand
Australia,2020-04-02,432,299,563,505,378,656,49,9,107,115.8605,-31.9505,Western Australia,Australia - Western Australia
Tunisia,2020-04-02,557,356,769,546,358,740,72,18,137,9.0,34.0,,Tunisia
Australia,2020-04-02,896,621,1155,1180,911,1494,125,24,245,144.9631,-37.8136,Victoria,Australia - Victoria
Australia,2020-04-02,96,58,136,112,77,146,15,0,33,145.9707,-41.4545,Tasmania,Australia - Tasmania
Colombia,2020-04-02,1116,780,1506,1116,787,1432,111,12,214,-74.2973,4.5709,,Colombia
Iran,2020-04-02,26978,20292,33894,48340,40741,55196,4522,1646,7510,53.0,32.0,,Iran
Pakistan,2020-04-02,2162,1544,2764,2200,1776,2715,197,64,342,69.3451,30.3753,,Pakistan
Czechia,2020-04-02,4321,3126,5488,4359,3610,5208,463,170,817,15.472999999999999,49.8175,,Czechia
Netherlands,2020-04-02,13810,9602,17558,16051,12822,19612,1733,582,3019,5.2913,52.1326,,Netherlands
Denmark,2020-04-02,97,78,115,197,163,226,6,0,18,-6.9118,61.8926,Faroe Islands,Denmark - Faroe Islands
Japan,2020-04-02,1775,1378,2203,2563,2040,3196,305,106,565,138.0,36.0,,Japan
Morocco,2020-04-02,801,542,1118,907,600,1229,136,12,250,-7.0926,31.7917,,Morocco
Greece,2020-04-02,1413,1073,1788,1540,1239,1798,140,9,262,21.8243,39.0742,,Greece
Jordan,2020-04-02,328,235,412,380,297,449,25,1,52,36.51,31.24,,Jordan
Moldova,2020-04-02,422,261,612,423,298,565,46,5,101,28.3699,47.4116,,Moldova
Dominican Republic,2020-04-02,1541,937,2266,1600,1218,2074,220,60,383,-70.1627,18.7357,,Dominican Republic
Ghana,2020-04-02,253,155,361,274,194,354,27,1,59,-1.0232,7.9465,,Ghana
Mexico,2020-04-02,1487,1078,2036,1465,1010,1966,183,20,349,-102.5528,23.6345,,Mexico
Ecuador,2020-04-02,2755,2040,3436,3006,2332,3640,268,100,445,-78.1834,-1.8312,,Ecuador
Kazakhstan,2020-04-02,560,295,830,641,411,919,89,0,189,66.9237,48.0196,,Kazakhstan
Mauritius,2020-04-02,174,102,244,182,123,241,18,0,47,57.5,-20.2,,Mauritius
Egypt,2020-04-02,558,413,705,800,654,941,60,11,113,30.0,26.0,,Egypt
Germany,2020-04-02,61556,44867,76094,85216,70961,100332,8042,3611,13564,9.0,51.0,,Germany
France,2020-04-02,290,183,388,303,215,381,24,0,54,55.2471,-21.1351,Reunion,France - Reunion
France,2020-04-02,104,65,145,107,72,140,8,0,20,45.1662,-12.8275,Mayotte,France - Mayotte
Lithuania,2020-04-02,777,529,1012,796,566,1096,94,12,166,23.8813,55.1694,,Lithuania
Latvia,2020-04-02,515,374,700,500,384,640,57,10,106,24.6032,56.8796,,Latvia
France,2020-04-02,109,78,143,145,111,177,13,0,29,-61.5833,16.25,Guadeloupe,France - Guadeloupe
France,2020-04-02,130,86,170,131,97,164,7,0,18,-61.0242,14.6415,Martinique,France - Martinique
New Zealand,2020-04-02,872,520,1225,1087,715,1438,127,21,270,174.886,-40.9006,,New Zealand
Luxembourg,2020-04-02,2773,2104,3508,2912,2296,3490,269,85,425,6.1296,49.8153,,Luxembourg
Kuwait,2020-04-02,237,158,307,326,254,391,22,0,65,47.75,29.5,,Kuwait
Malaysia,2020-04-02,2673,2093,3271,3230,2750,3734,235,78,410,112.5,2.5,,Malaysia
France,2020-04-02,36158,28927,43334,53953,45623,63651,4922,2100,8196,2.2137,46.2276,,France
Estonia,2020-04-02,921,626,1208,931,743,1164,90,0,181,25.0136,58.5953,,Estonia
Malta,2020-04-02,192,147,230,197,163,238,6,0,17,14.3754,35.9375,,Malta
"Korea, South",2020-04-02,3930,2851,5285,10846,9499,12821,118,90,145,128.0,36.0,,"Korea, South"
Finland,2020-04-02,1688,1231,2194,1701,1370,2028,169,45,249,26.0,64.0,,Finland
Italy,2020-04-02,75998,63697,89378,116433,102556,131248,8187,3880,12294,12.0,43.0,,Italy
Denmark,2020-04-02,2907,2225,3596,3012,2606,3463,202,103,392,9.5018,56.2639,,Denmark
Hungary,2020-04-02,614,366,866,676,474,878,86,17,162,19.5033,47.1625,,Hungary
Costa Rica,2020-04-02,451,308,586,476,359,570,39,4,78,-83.7534,9.7489,,Costa Rica
Indonesia,2020-04-02,1708,1150,2267,1912,1522,2346,216,44,358,113.9213,-0.7893,,Indonesia
Oman,2020-04-02,229,152,327,278,198,367,0,0,70,57.0,21.0,,Oman
Iraq,2020-04-02,533,364,695,813,631,1016,78,0,179,44.0,33.0,,Iraq
Cote d'Ivoire,2020-04-02,317,169,440,336,200,481,22,0,61,-5.5471,7.54,,Cote d'Ivoire
Norway,2020-04-02,5529,4203,6993,5461,4497,6388,422,146,718,8.4689,60.472,,Norway
India,2020-04-02,1343,942,1747,1542,1142,1873,138,36,241,78.0,21.0,,India
Croatia,2020-04-02,976,702,1289,1123,851,1395,123,32,217,15.2,45.1,,Croatia
North Macedonia,2020-04-02,349,248,451,505,298,495,30,5,59,21.7453,41.6086,,North Macedonia
Cuba,2020-04-02,270,161,408,267,159,401,40,0,82,-80.0,22.0,,Cuba
Iceland,2020-04-02,1090,814,1376,1418,1111,1661,105,29,190,-19.0208,64.9631,,Iceland
Israel,2020-04-02,7071,4686,9343,7843,5591,9753,1065,405,1635,35.0,31.0,,Israel
Ireland,2020-04-02,4051,2908,5382,3991,3180,4740,417,153,736,-7.6921,53.1424,,Ireland
Cyprus,2020-04-02,283,202,368,302,218,390,31,0,69,33.4299,35.1264,,Cyprus
Lebanon,2020-04-02,503,378,626,594,471,729,19,6,61,35.8623,33.8547,,Lebanon
United Kingdom,2020-04-03,99,54,150,142,78,220,17,0,46,-5.3536,36.1408,Gibraltar,United Kingdom - Gibraltar
Australia,2020-04-03,105,58,164,122,77,168,11,0,28,145.9707,-41.4545,Tasmania,Australia - Tasmania
India,2020-04-03,1423,945,1879,1662,1142,2139,131,16,287,78.0,21.0,,India
United Kingdom,2020-04-03,30194,21610,42432,34661,26942,45041,4095,1835,6671,-3.4360000000000004,55.3781,,United Kingdom
Iraq,2020-04-03,575,369,777,889,662,1152,80,0,186,44.0,33.0,,Iraq
Afghanistan,2020-04-03,183,104,261,204,141,260,11,0,35,65.0,33.0,,Afghanistan
Tunisia,2020-04-03,602,345,870,639,374,954,70,0,151,9.0,34.0,,Tunisia
Kuwait,2020-04-03,252,161,338,348,257,443,24,0,69,47.75,29.5,,Kuwait
Australia,2020-04-03,973,636,1348,1302,967,1678,136,10,258,144.9631,-37.8136,Victoria,Australia - Victoria
France,2020-04-03,137,87,195,141,99,181,8,0,22,-61.0242,14.6415,Martinique,France - Martinique
Italy,2020-04-03,72678,60161,89789,117052,102613,134017,8482,3513,13052,12.0,43.0,,Italy
Vietnam,2020-04-03,192,138,254,242,190,305,14,1,29,108.0,16.0,,Vietnam
Thailand,2020-04-03,2022,1385,2745,2165,1634,2747,176,58,356,101.0,15.0,,Thailand
Argentina,2020-04-03,1212,799,1698,1356,943,1868,130,21,237,-63.6167,-38.4161,,Argentina
Australia,2020-04-03,466,306,629,534,398,759,56,3,115,115.8605,-31.9505,Western Australia,Australia - Western Australia
Latvia,2020-04-03,554,356,796,550,399,719,51,0,133,24.6032,56.8796,,Latvia
Hungary,2020-04-03,678,374,984,760,493,1035,112,20,226,19.5033,47.1625,,Hungary
Indonesia,2020-04-03,1901,1169,2591,2069,1522,2614,184,0,376,113.9213,-0.7893,,Indonesia
France,2020-04-03,316,192,445,327,215,444,19,0,51,55.2471,-21.1351,Reunion,France - Reunion
Taiwan*,2020-04-03,344,240,449,416,310,486,26,2,52,121.0,23.7,,Taiwan*
Iran,2020-04-03,27173,19960,34374,49718,41218,57012,4700,1862,8127,53.0,32.0,,Iran
France,2020-04-03,36018,27017,46676,56366,47049,67692,5407,1968,9272,2.2137,46.2276,,France
Turkey,2020-04-03,21055,12246,29618,22445,15615,29471,2762,1139,4491,35.2433,38.9637,,Turkey
Venezuela,2020-04-03,97,68,119,161,126,207,4,0,14,-66.5897,6.4238,,Venezuela
US,2020-04-03,186534,135988,257014,225400,180142,276958,24119,12115,39421,-95.7129,37.0902,,US
Japan,2020-04-03,1830,1305,2480,2799,2117,3796,289,0,684,138.0,36.0,,Japan
United Kingdom,2020-04-03,194,100,304,223,135,310,24,0,55,-2.3644,49.3723,Channel Islands,United Kingdom - Channel Islands
Israel,2020-04-03,7970,4873,11049,8830,5897,11575,1001,186,2120,35.0,31.0,,Israel
Algeria,2020-04-03,863,509,1234,900,591,1209,92,9,185,1.6596,28.0339,,Algeria
Jordan,2020-04-03,352,236,471,409,311,505,29,1,61,36.51,31.24,,Jordan
Australia,2020-04-03,3233,2057,4520,3259,2444,4256,399,97,716,151.2093,-33.8688,New South Wales,Australia - New South Wales
Ghana,2020-04-03,287,161,435,308,200,442,32,0,71,-1.0232,7.9465,,Ghana
Iceland,2020-04-03,1154,808,1515,1511,1111,1859,129,13,258,-19.0208,64.9631,,Iceland
Armenia,2020-04-03,635,411,859,659,481,885,54,0,132,45.0382,40.0691,,Armenia
United Arab Emirates,2020-04-03,941,543,1374,1166,757,1645,133,0,337,54.0,24.0,,United Arab Emirates
Australia,2020-04-03,129,79,190,139,84,194,11,0,31,149.0124,-35.4735,Australian Capital Territory,Australia - Australian Capital Territory
Uzbekistan,2020-04-03,277,154,428,306,180,436,38,0,93,64.5853,41.3775,,Uzbekistan
Australia,2020-04-03,1043,655,1381,1062,783,1303,107,9,167,153.4,-28.0167,Queensland,Australia - Queensland
Kazakhstan,2020-04-03,616,306,906,697,411,1024,86,0,212,66.9237,48.0196,,Kazakhstan
Germany,2020-04-03,61707,44128,79236,87535,70961,106973,9049,3649,13742,9.0,51.0,,Germany
Uruguay,2020-04-03,477,304,655,482,346,644,99,4,121,-55.7658,-32.5228,,Uruguay
Ukraine,2020-04-03,1108,560,1676,1219,756,1751,173,9,334,31.1656,48.3794,,Ukraine
Austria,2020-04-03,11741,8148,15305,12688,10017,15506,1019,442,1639,14.5501,47.5162,,Austria
Albania,2020-04-03,237,167,314,322,236,413,32,0,75,20.1683,41.1533,,Albania
Australia,2020-04-03,481,283,670,503,363,665,34,0,80,138.6007,-34.9285,South Australia,Australia - South Australia
Andorra,2020-04-03,592,343,852,602,416,830,51,0,125,1.5218,42.5063,,Andorra
"Korea, South",2020-04-03,4070,2664,5300,11377,9549,13626,147,112,185,128.0,36.0,,"Korea, South"
Ireland,2020-04-03,4497,3001,6171,4304,3198,5311,442,119,841,-7.6921,53.1424,,Ireland
Greece,2020-04-03,1501,1074,2008,1607,1272,1976,150,0,286,21.8243,39.0742,,Greece
Belgium,2020-04-03,15604,9990,21930,19765,14479,26369,2674,1212,4293,4.0,50.8333,,Belgium
Switzerland,2020-04-03,15907,11375,20131,20146,17188,23492,1335,506,2201,8.2275,46.8182,,Switzerland
Canada,2020-04-03,301,160,440,325,154,501,45,0,85,-57.6604,53.1355,Newfoundland and Labrador,Canada - Newfoundland and Labrador
Qatar,2020-04-03,676,487,878,703,622,800,18,5,29,51.1839,25.3548,,Qatar
Cyprus,2020-04-03,309,203,423,325,221,435,31,0,75,33.4299,35.1264,,Cyprus
Canada,2020-04-03,133,53,232,142,78,220,18,0,46,-66.4619,46.5653,New Brunswick,Canada - New Brunswick
New Zealand,2020-04-03,966,535,1385,1252,782,1733,130,0,270,174.886,-40.9006,,New Zealand
Cuba,2020-04-03,294,159,474,304,162,462,31,0,86,-80.0,22.0,,Cuba
Romania,2020-04-03,3141,1853,4701,3657,2499,5142,485,131,796,24.9668,45.9432,,Romania
Czechia,2020-04-03,4672,3162,6331,4774,3663,6075,501,55,971,15.472999999999999,49.8175,,Czechia
Russia,2020-04-03,3102,1678,4320,3467,2169,4999,455,43,787,90.0,60.0,,Russia
Netherlands,2020-04-03,14498,9452,19239,17145,13108,21671,1855,240,3293,5.2913,52.1326,,Netherlands
Canada,2020-04-03,1312,933,1639,1254,961,1589,53,21,91,-123.1207,49.2827,British Columbia,Canada - British Columbia
San Marino,2020-04-03,228,179,289,271,232,318,4,0,11,12.4578,43.9424,,San Marino
Denmark,2020-04-03,100,74,128,204,165,243,6,0,15,-6.9118,61.8926,Faroe Islands,Denmark - Faroe Islands
Canada,2020-04-03,135,56,214,145,82,215,18,0,61,-98.8139,53.7609,Manitoba,Canada - Manitoba
Morocco,2020-04-03,906,571,1331,1046,619,1474,147,1,273,-7.0926,31.7917,,Morocco
Portugal,2020-04-03,11029,7017,15667,11074,8167,14502,1273,269,2303,-8.2245,39.3999,,Portugal
