Province,Country,uid,Date,Total Confirmed Cases,Total Deaths,Total Recovered,Active Cases,New Cases,New Deaths,New Recovered,Closed cases,Death Rate Based on Confirmed cases,Death Rate Based on Closed cases,Lat Lang,Benchmark
,Monaco,Monaco,2020-03-25,31,0,1,30,8,0,0.0,0.0,0.0,0.0,"43.7333,7.4167",0.02
,Congo (Brazzaville),Congo (Brazzaville),2020-03-25,4,0,0,4,0,0,0.0,0.0,0.0,0.0,"-4.0383,21.7587",0.02
,Eritrea,Eritrea,2020-03-25,4,0,0,4,3,0,0.0,0.0,0.0,0.0,"15.1794,39.7823",0.02
,Bhutan,Bhutan,2020-03-25,2,0,0,2,0,0,0.0,0.0,0.0,0.0,"27.5142,90.4336",0.02
,Sri Lanka,Sri Lanka,2020-03-25,102,0,3,99,0,0,1.0,1.0,0.0,0.0,"7.0,81.0",0.02
Hunan,China,China - Hunan,2020-03-25,1018,4,1014,0,0,0,0.0,4.0,0.004,1.0,"27.6104,111.7088",0.02
,Moldova,Moldova,2020-03-25,149,1,2,146,24,0,0.0,1.0,0.007,1.0,"47.4116,28.3699",0.02
,Suriname,Suriname,2020-03-25,8,0,0,8,1,0,0.0,0.0,0.0,0.0,"3.9193,-56.0278",0.02
,Poland,Poland,2020-03-25,1051,14,7,1030,150,4,6.0,20.0,0.013,0.7,"51.9194,19.1451",0.02
Isle of Man,United Kingdom,United Kingdom - Isle of Man,2020-03-25,23,0,0,23,0,0,0.0,0.0,0.0,0.0,"54.2361,-4.5481",0.02
Prince Edward Island,Canada,Canada - Prince Edward Island,2020-03-25,5,0,17,0,2,0,0.0,0.0,0.0,0.0,"46.5107,-63.4168",0.02
,Haiti,Haiti,2020-03-25,8,0,0,8,1,0,0.0,0.0,0.0,0.0,"18.9712,-72.2852",0.02
,Syria,Syria,2020-03-25,5,0,0,5,4,0,0.0,0.0,0.0,0.0,"34.802075,38.99681500000001",0.02
,Antigua and Barbuda,Antigua and Barbuda,2020-03-25,3,0,0,3,0,0,0.0,0.0,0.0,0.0,"17.0608,-61.7964",0.02
,Brazil,Brazil,2020-03-25,2554,59,2,2493,307,13,0.0,59.0,0.023,1.0,"-14.235,-51.9253",0.02
,Burma,Burma,2020-03-25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"21.9162,95.956",0.02
New Brunswick,Canada,Canada - New Brunswick,2020-03-25,18,0,17,1,0,0,0.0,0.0,0.0,0.0,"46.5653,-66.4619",0.02
,Fiji,Fiji,2020-03-25,5,0,0,5,1,0,0.0,0.0,0.0,0.0,"-17.7134,178.065",0.02
,Kenya,Kenya,2020-03-25,28,0,1,27,3,0,1.0,1.0,0.0,0.0,"-0.0236,37.9062",0.02
,Grenada,Grenada,2020-03-25,1,0,0,1,0,0,0.0,0.0,0.0,0.0,"12.1165,-61.678999999999995",0.02
,West Bank and Gaza,West Bank and Gaza,2020-03-25,59,0,17,42,0,0,0.0,0.0,0.0,0.0,"31.9522,35.2332",0.02
,Sweden,Sweden,2020-03-25,2526,62,16,2448,240,26,0.0,62.0,0.025,1.0,"63.0,16.0",0.02
,Cameroon,Cameroon,2020-03-25,75,1,2,72,9,1,2.0,3.0,0.013,0.333,"3.8480000000000003,11.5021",0.02
Yunnan,China,China - Yunnan,2020-03-25,176,2,172,2,0,0,0.0,2.0,0.011,1.0,"24.974,101.48700000000001",0.02
,Eswatini,Eswatini,2020-03-25,4,0,0,4,0,0,0.0,0.0,0.0,0.0,"-26.5225,31.4659",0.02
,Bahrain,Bahrain,2020-03-25,419,4,177,238,27,1,0.0,4.0,0.01,1.0,"26.0275,50.55",0.02
,Chile,Chile,2020-03-25,1142,3,22,1117,220,1,5.0,8.0,0.003,0.375,"-35.6751,-71.543",0.02
,Zimbabwe,Zimbabwe,2020-03-25,3,1,0,2,0,0,0.0,1.0,0.333,1.0,"-20.0,30.0",0.02
,Gabon,Gabon,2020-03-25,6,1,0,5,0,0,0.0,1.0,0.167,1.0,"-0.8037,11.6094",0.02
,Bangladesh,Bangladesh,2020-03-25,39,5,7,27,0,1,2.0,7.0,0.128,0.714,"23.685,90.3563",0.02
,Philippines,Philippines,2020-03-25,636,38,26,572,84,3,6.0,44.0,0.06,0.864,"13.0,122.0",0.02
,Botswana,Botswana,2020-03-25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-22.3285,24.6849",0.02
Gibraltar,United Kingdom,United Kingdom - Gibraltar,2020-03-25,26,0,5,21,11,0,0.0,0.0,0.0,0.0,"36.1408,-5.3536",0.02
,Ethiopia,Ethiopia,2020-03-25,12,0,0,12,0,0,0.0,0.0,0.0,0.0,"9.145,40.4897",0.02
,Kyrgyzstan,Kyrgyzstan,2020-03-25,44,0,0,44,2,0,0.0,0.0,0.0,0.0,"41.2044,74.7661",0.02
Queensland,Australia,Australia - Queensland,2020-03-25,443,0,8,435,46,0,0.0,0.0,0.0,0.0,"-28.0167,153.4",0.02
,Gambia,Gambia,2020-03-25,3,1,0,2,0,0,0.0,1.0,0.333,1.0,"13.4432,-15.3101",0.02
Sint Maarten,Netherlands,Netherlands - Sint Maarten,2020-03-25,3,0,0,3,1,0,0.0,0.0,0.0,0.0,"18.0425,-63.0548",0.02
,Lithuania,Lithuania,2020-03-25,274,4,1,269,65,2,0.0,4.0,0.015,1.0,"55.1694,23.8813",0.02
Beijing,China,China - Beijing,2020-03-25,561,8,403,150,3,0,2.0,10.0,0.014,0.8,"40.1824,116.4142",0.02
,Bahamas,Bahamas,2020-03-25,5,0,1,4,0,0,0.0,0.0,0.0,0.0,"25.0343,-77.3963",0.02
Greenland,Denmark,Denmark - Greenland,2020-03-25,6,0,2,4,1,0,0.0,0.0,0.0,0.0,"71.7069,-42.6043",0.02
Curacao,Netherlands,Netherlands - Curacao,2020-03-25,6,1,0,5,0,0,0.0,1.0,0.167,1.0,"12.1696,-68.99",0.02
,Sudan,Sudan,2020-03-25,3,1,0,2,0,0,0.0,1.0,0.333,1.0,"12.8628,30.2176",0.02
,Maldives,Maldives,2020-03-25,13,0,8,5,0,0,3.0,3.0,0.0,0.0,"3.2028,73.2207",0.02
Nova Scotia,Canada,Canada - Nova Scotia,2020-03-25,68,0,17,51,17,0,0.0,0.0,0.0,0.0,"44.681999999999995,-63.7443",0.02
,Taiwan*,Taiwan*,2020-03-25,235,2,29,204,20,0,0.0,2.0,0.009,1.0,"23.7,121.0",0.02
,Malaysia,Malaysia,2020-03-25,1796,20,199,1577,172,4,16.0,36.0,0.011,0.556,"2.5,112.5",0.02
,Liberia,Liberia,2020-03-25,3,0,0,3,0,0,0.0,0.0,0.0,0.0,"6.4281,-9.4295",0.02
Turks and Caicos Islands,United Kingdom,United Kingdom - Turks and Caicos Islands,2020-03-25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"21.69400000000001,-71.7979",0.02
,Peru,Peru,2020-03-25,480,9,1,470,64,2,0.0,9.0,0.019,1.0,"-9.19,-75.0152",0.02
,Libya,Libya,2020-03-25,1,0,0,1,0,0,0.0,0.0,0.0,0.0,"26.3351,17.228331",0.02
Fujian,China,China - Fujian,2020-03-25,322,1,295,26,4,0,0.0,1.0,0.003,1.0,"26.0789,117.9874",0.02
,Japan,Japan,2020-03-25,1307,45,310,952,114,2,25.0,70.0,0.034,0.643,"36.0,138.0",0.02
,Estonia,Estonia,2020-03-25,404,1,8,395,35,1,1.0,2.0,0.002,0.5,"58.5953,25.0136",0.02
,Spain,Spain,2020-03-25,49515,3647,5367,40501,9630,839,1573.0,5220.0,0.074,0.699,"40.0,-4.0",0.02
Guangdong,China,China - Guangdong,2020-03-25,1433,8,1336,89,5,0,3.0,11.0,0.006,0.727,"23.3417,113.4244",0.02
,Burkina Faso,Burkina Faso,2020-03-25,146,4,10,132,32,0,3.0,7.0,0.027,0.571,"12.2383,-1.5616",0.02
,Switzerland,Switzerland,2020-03-25,10897,153,131,10613,1020,31,0.0,153.0,0.014,1.0,"46.8182,8.2275",0.02
Heilongjiang,China,China - Heilongjiang,2020-03-25,484,13,468,3,0,0,0.0,13.0,0.027,1.0,"47.861999999999995,127.7615",0.02
,Hungary,Hungary,2020-03-25,226,10,21,195,39,1,0.0,10.0,0.044,1.0,"47.1625,19.5033",0.02
Liaoning,China,China - Liaoning,2020-03-25,127,2,124,1,0,0,0.0,2.0,0.016,1.0,"41.2956,122.6085",0.02
,Norway,Norway,2020-03-25,3084,14,6,3064,221,2,0.0,14.0,0.005,1.0,"60.472,8.4689",0.02
,Monaco,Monaco,2020-03-26,33,0,1,32,2,0,0.0,0.0,0.0,0.0,"43.7333,7.4167",0.02
Saint Barthelemy,France,France - Saint Barthelemy,2020-03-26,3,0,0,3,0,0,0.0,0.0,0.0,0.0,"17.9,-62.8333",0.02
,Burma,Burma,2020-03-26,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"21.9162,95.956",0.02
,Cyprus,Cyprus,2020-03-26,146,3,4,139,14,0,1.0,4.0,0.021,0.75,"35.1264,33.4299",0.02
,Gambia,Gambia,2020-03-26,3,1,0,2,0,0,0.0,1.0,0.333,1.0,"13.4432,-15.3101",0.02
,Burkina Faso,Burkina Faso,2020-03-26,152,7,10,135,6,3,0.0,7.0,0.046,1.0,"12.2383,-1.5616",0.02
,Bhutan,Bhutan,2020-03-26,2,0,0,2,0,0,0.0,0.0,0.0,0.0,"27.5142,90.4336",0.02
,France,France,2020-03-26,29155,1696,4948,22511,3922,365,1048.0,2744.0,0.058,0.618,"46.2276,2.2137",0.02
Tianjin,China,China - Tianjin,2020-03-26,151,3,133,15,6,0,0.0,3.0,0.02,1.0,"39.3054,117.323",0.02
,Kuwait,Kuwait,2020-03-26,208,0,49,159,13,0,6.0,6.0,0.0,0.0,"29.5,47.75",0.02
,Albania,Albania,2020-03-26,174,6,17,151,28,1,0.0,6.0,0.034,1.0,"41.1533,20.1683",0.02
Guangdong,China,China - Guangdong,2020-03-26,1448,8,1336,104,15,0,0.0,8.0,0.006,1.0,"23.3417,113.4244",0.02
,Saint Lucia,Saint Lucia,2020-03-26,3,0,0,3,0,0,0.0,0.0,0.0,0.0,"13.9094,-60.9789",0.02
British Virgin Islands,United Kingdom,United Kingdom - British Virgin Islands,2020-03-26,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"18.4207,-64.64",0.02
,Portugal,Portugal,2020-03-26,3544,60,43,3441,549,17,21.0,81.0,0.017,0.741,"39.3999,-8.2245",0.02
Bonaire Sint Eustatius and Saba,Netherlands,Netherlands - Bonaire Sint Eustatius and Saba,2020-03-26,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"12.1784,-68.2385",0.02
,Pakistan,Pakistan,2020-03-26,1201,9,21,1171,138,1,0.0,9.0,0.007,1.0,"30.3753,69.3451",0.02
,Costa Rica,Costa Rica,2020-03-26,231,2,2,227,30,0,0.0,2.0,0.009,1.0,"9.7489,-83.7534",0.02
,Germany,Germany,2020-03-26,43938,267,5673,37998,6615,61,2126.0,2393.0,0.006,0.112,"51.0,9.0",0.02
Yukon,Canada,Canada - Yukon,2020-03-26,3,0,0,3,3,0,0.0,0.0,0.0,0.0,"64.2823,-135.0",0.02
Australian Capital Territory,Australia,Australia - Australian Capital Territory,2020-03-26,53,0,1,52,14,0,1.0,1.0,0.0,0.0,"-35.4735,149.0124",0.02
,Panama,Panama,2020-03-26,558,8,2,548,115,0,1.0,9.0,0.014,0.889,"8.538,-80.7821",0.02
,Cuba,Cuba,2020-03-26,67,2,1,64,10,1,0.0,2.0,0.03,1.0,"22.0,-80.0",0.02
Turks and Caicos Islands,United Kingdom,United Kingdom - Turks and Caicos Islands,2020-03-26,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"21.69400000000001,-71.7979",0.02
,Bosnia and Herzegovina,Bosnia and Herzegovina,2020-03-26,191,3,2,186,15,0,0.0,3.0,0.016,1.0,"43.9159,17.6791",0.02
,Kazakhstan,Kazakhstan,2020-03-26,111,1,2,108,30,1,2.0,3.0,0.009,0.333,"48.0196,66.9237",0.02
,Indonesia,Indonesia,2020-03-26,893,78,35,780,103,20,4.0,82.0,0.087,0.951,"-0.7893,113.9213",0.02
,Chile,Chile,2020-03-26,1306,4,22,1280,164,1,0.0,4.0,0.003,1.0,"-35.6751,-71.543",0.02
,Poland,Poland,2020-03-26,1221,16,7,1198,170,2,0.0,16.0,0.013,1.0,"51.9194,19.1451",0.02
Shanghai,China,China - Shanghai,2020-03-26,451,5,331,115,18,0,1.0,6.0,0.011,0.833,"31.201999999999998,121.4491",0.02
,Nigeria,Nigeria,2020-03-26,65,1,2,62,14,0,0.0,1.0,0.015,1.0,"9.082,8.6753",0.02
Martinique,France,France - Martinique,2020-03-26,66,1,0,65,0,0,0.0,1.0,0.015,1.0,"14.6415,-61.0242",0.02
St Martin,France,France - St Martin,2020-03-26,11,0,0,11,0,0,0.0,0.0,0.0,0.0,"18.0708,-63.0501",0.02
Gansu,China,China - Gansu,2020-03-26,136,2,121,13,0,0,2.0,4.0,0.015,0.5,"37.8099,101.0583",0.02
Jiangsu,China,China - Jiangsu,2020-03-26,640,0,631,9,2,0,0.0,0.0,0.0,0.0,"32.9711,119.455",0.02
Inner Mongolia,China,China - Inner Mongolia,2020-03-26,89,1,74,14,12,0,0.0,1.0,0.011,1.0,"44.0935,113.9448",0.02
,Greece,Greece,2020-03-26,892,26,36,830,71,4,0.0,26.0,0.029,1.0,"39.0742,21.8243",0.02
,US,US,2020-03-26,83836,1209,681,81946,18058,267,320.0,1529.0,0.014,0.791,"37.0902,-95.7129",0.02
,Moldova,Moldova,2020-03-26,177,1,2,174,28,0,0.0,1.0,0.006,1.0,"47.4116,28.3699",0.02
Shanxi,China,China - Shanxi,2020-03-26,135,0,133,2,1,0,0.0,0.0,0.0,0.0,"37.5777,112.2922",0.02
Fujian,China,China - Fujian,2020-03-26,328,1,295,32,6,0,0.0,1.0,0.003,1.0,"26.0789,117.9874",0.02
Prince Edward Island,Canada,Canada - Prince Edward Island,2020-03-26,5,0,17,0,0,0,0.0,0.0,0.0,0.0,"46.5107,-63.4168",0.02
Sichuan,China,China - Sichuan,2020-03-26,547,3,536,8,0,0,0.0,3.0,0.005,1.0,"30.6171,102.7103",0.02
,Romania,Romania,2020-03-26,1029,23,94,912,123,6,8.0,31.0,0.022,0.742,"45.9432,24.9668",0.02
,Peru,Peru,2020-03-26,580,9,14,557,100,0,13.0,22.0,0.016,0.409,"-9.19,-75.0152",0.02
,Ghana,Ghana,2020-03-26,132,4,1,127,39,0,1.0,5.0,0.03,0.8,"7.9465,-1.0232",0.02
Anguilla,United Kingdom,United Kingdom - Anguilla,2020-03-26,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"18.2206,-63.0686",0.02
,Paraguay,Paraguay,2020-03-26,41,3,0,38,4,0,0.0,3.0,0.073,1.0,"-23.4425,-58.4438",0.02
,Mexico,Mexico,2020-03-26,475,6,4,465,70,1,0.0,6.0,0.013,1.0,"23.6345,-102.5528",0.02
Nova Scotia,Canada,Canada - Nova Scotia,2020-03-26,73,0,17,56,5,0,0.0,0.0,0.0,0.0,"44.681999999999995,-63.7443",0.02
,Kosovo,Kosovo,2020-03-26,71,1,0,70,71,1,0.0,1.0,0.014,1.0,"42.602636,20.902977",0.02
,Vietnam,Vietnam,2020-03-26,153,0,20,133,12,0,3.0,3.0,0.0,0.0,"16.0,108.0",0.02
,Mongolia,Mongolia,2020-03-26,11,0,0,11,1,0,0.0,0.0,0.0,0.0,"46.8625,103.8467",0.02
,India,India,2020-03-26,727,20,45,662,70,8,2.0,22.0,0.028,0.909,"21.0,78.0",0.02
,Brazil,Brazil,2020-03-26,2985,77,6,2902,431,18,4.0,81.0,0.026,0.951,"-14.235,-51.9253",0.02
,Qatar,Qatar,2020-03-26,549,0,43,506,12,0,2.0,2.0,0.0,0.0,"25.3548,51.1839",0.02
,Uzbekistan,Uzbekistan,2020-03-26,75,0,0,75,15,0,0.0,0.0,0.0,0.0,"41.3775,64.5853",0.02
Northern Territory,Australia,Australia - Northern Territory,2020-03-26,12,0,0,12,6,0,0.0,0.0,0.0,0.0,"-12.4634,130.8456",0.02
Ningxia,China,China - Ningxia,2020-03-26,75,0,75,0,0,0,0.0,0.0,0.0,0.0,"37.2692,106.1655",0.02
,Rwanda,Rwanda,2020-03-26,50,0,0,50,9,0,0.0,0.0,0.0,0.0,"-1.9403,29.8739",0.02
Grand Princess,Canada,Canada - Grand Princess,2020-03-26,13,0,17,0,0,0,0.0,0.0,0.0,0.0,"37.6489,-122.6655",0.02
,Liberia,Liberia,2020-03-26,3,0,0,3,0,0,0.0,0.0,0.0,0.0,"6.4281,-9.4295",0.02
,"Korea, South","Korea, South",2020-03-26,9241,131,4144,4966,104,5,414.0,545.0,0.014,0.24,"36.0,128.0",0.02
,Grenada,Grenada,2020-03-26,7,0,0,7,6,0,0.0,0.0,0.0,0.0,"12.1165,-61.678999999999995",0.02
,Oman,Oman,2020-03-26,109,0,23,86,10,0,6.0,6.0,0.0,0.0,"21.0,57.0",0.02
Guangxi,China,China - Guangxi,2020-03-26,254,2,250,2,0,0,0.0,2.0,0.008,1.0,"23.8298,108.7881",0.02
,Georgia,Georgia,2020-03-26,79,0,11,68,4,0,1.0,1.0,0.0,0.0,"42.3154,43.3569",0.02
,Philippines,Philippines,2020-03-26,707,45,28,634,71,7,2.0,47.0,0.064,0.957,"13.0,122.0",0.02
,Venezuela,Venezuela,2020-03-26,107,0,15,92,16,0,0.0,0.0,0.0,0.0,"6.4238,-66.5897",0.02
,Gabon,Gabon,2020-03-26,7,1,0,6,1,0,0.0,1.0,0.143,1.0,"-0.8037,11.6094",0.02
,Norway,Norway,2020-03-26,3369,14,6,3349,285,0,0.0,14.0,0.004,1.0,"60.472,8.4689",0.02
,Algeria,Algeria,2020-03-26,367,25,29,313,65,4,0.0,25.0,0.068,1.0,"28.0339,1.6596",0.02
,Bolivia,Bolivia,2020-03-26,43,0,0,43,11,0,0.0,0.0,0.0,0.0,"-16.2902,-63.5887",0.02
,Papua New Guinea,Papua New Guinea,2020-03-26,1,0,0,1,0,0,0.0,0.0,0.0,0.0,"-6.315,143.9555",0.02
,Iceland,Iceland,2020-03-26,802,2,82,718,65,0,26.0,28.0,0.002,0.071,"64.9631,-19.0208",0.02
,Russia,Russia,2020-03-26,840,3,38,799,182,0,9.0,12.0,0.004,0.25,"60.0,90.0",0.02
,Brunei,Brunei,2020-03-26,114,0,5,109,5,0,3.0,3.0,0.0,0.0,"4.5353,114.7277",0.02
,North Macedonia,North Macedonia,2020-03-26,201,3,3,195,24,0,2.0,5.0,0.015,0.6,"41.6086,21.7453",0.02
,Lebanon,Lebanon,2020-03-26,368,6,23,339,35,0,3.0,9.0,0.016,0.667,"33.8547,35.8623",0.02
Bermuda,United Kingdom,United Kingdom - Bermuda,2020-03-26,15,0,2,13,8,0,2.0,2.0,0.0,0.0,"32.3078,-64.7505",0.02
,Sudan,Sudan,2020-03-26,3,1,0,2,0,0,0.0,1.0,0.333,1.0,"12.8628,30.2176",0.02
,Syria,Syria,2020-03-26,5,0,0,5,0,0,0.0,0.0,0.0,0.0,"34.802075,38.99681500000001",0.02
Beijing,China,China - Beijing,2020-03-26,566,8,406,152,5,0,3.0,11.0,0.014,0.727,"40.1824,116.4142",0.02
Gibraltar,United Kingdom,United Kingdom - Gibraltar,2020-03-26,35,0,13,22,9,0,8.0,8.0,0.0,0.0,"36.1408,-5.3536",0.02
,Libya,Libya,2020-03-26,1,0,0,1,0,0,0.0,0.0,0.0,0.0,"26.3351,17.228331",0.02
,Hungary,Hungary,2020-03-26,261,10,28,223,35,0,7.0,17.0,0.038,0.588,"47.1625,19.5033",0.02
,Estonia,Estonia,2020-03-26,538,1,8,529,134,0,0.0,1.0,0.002,1.0,"58.5953,25.0136",0.02
,Switzerland,Switzerland,2020-03-26,11811,191,131,11489,914,38,0.0,191.0,0.016,1.0,"46.8182,8.2275",0.02
,Malaysia,Malaysia,2020-03-26,2031,23,215,1793,235,3,16.0,39.0,0.011,0.59,"2.5,112.5",0.02
,Taiwan*,Taiwan*,2020-03-26,252,2,29,221,17,0,0.0,2.0,0.008,1.0,"23.7,121.0",0.02
Curacao,Netherlands,Netherlands - Curacao,2020-03-26,6,1,2,3,0,0,2.0,3.0,0.167,0.333,"12.1696,-68.99",0.02
Ontario,Canada,Canada - Ontario,2020-03-26,858,13,17,828,170,5,0.0,13.0,0.015,1.0,"51.2538,-85.3232",0.02
,Bahamas,Bahamas,2020-03-26,9,0,1,8,4,0,0.0,0.0,0.0,0.0,"25.0343,-77.3963",0.02
,Lithuania,Lithuania,2020-03-26,299,4,1,294,25,0,0.0,4.0,0.013,1.0,"55.1694,23.8813",0.02
,Cameroon,Cameroon,2020-03-26,75,1,2,72,0,0,0.0,1.0,0.013,1.0,"3.8480000000000003,11.5021",0.02
,Eritrea,Eritrea,2020-03-26,6,0,0,6,2,0,0.0,0.0,0.0,0.0,"15.1794,39.7823",0.02
,Tanzania,Tanzania,2020-03-26,13,0,0,13,1,0,0.0,0.0,0.0,0.0,"-6.369,34.8888",0.02
Henan,China,China - Henan,2020-03-26,1275,22,1250,3,1,0,0.0,22.0,0.017,1.0,"33.882,113.61399999999999",0.02
Qinghai,China,China - Qinghai,2020-03-26,18,0,18,0,0,0,0.0,0.0,0.0,0.0,"35.7452,95.9956",0.02
,Laos,Laos,2020-03-26,6,0,0,6,3,0,0.0,0.0,0.0,0.0,"19.856270000000002,102.495496",0.02
Tasmania,Australia,Australia - Tasmania,2020-03-26,47,0,3,44,11,0,0.0,0.0,0.0,0.0,"-41.4545,145.9707",0.02
Aruba,Netherlands,Netherlands - Aruba,2020-03-26,28,0,1,27,11,0,0.0,0.0,0.0,0.0,"12.5186,-70.0358",0.02
,Antigua and Barbuda,Antigua and Barbuda,2020-03-26,7,0,0,7,4,0,0.0,0.0,0.0,0.0,"17.0608,-61.7964",0.02
New Brunswick,Canada,Canada - New Brunswick,2020-03-26,33,0,17,16,15,0,0.0,0.0,0.0,0.0,"46.5653,-66.4619",0.02
,Sweden,Sweden,2020-03-26,2840,77,16,2747,314,15,0.0,77.0,0.027,1.0,"63.0,16.0",0.02
,Bahrain,Bahrain,2020-03-26,458,4,204,250,39,0,27.0,31.0,0.009,0.129,"26.0275,50.55",0.02
,Spain,Spain,2020-03-26,57786,4365,7015,46406,8271,718,1648.0,6013.0,0.076,0.726,"40.0,-4.0",0.02
,Fiji,Fiji,2020-03-26,5,0,0,5,0,0,0.0,0.0,0.0,0.0,"-17.7134,178.065",0.02
,Japan,Japan,2020-03-26,1387,47,359,981,80,2,49.0,96.0,0.034,0.49,"36.0,138.0",0.02
Isle of Man,United Kingdom,United Kingdom - Isle of Man,2020-03-26,25,0,0,25,2,0,0.0,0.0,0.0,0.0,"54.2361,-4.5481",0.02
,Sri Lanka,Sri Lanka,2020-03-26,106,0,7,99,4,0,4.0,4.0,0.0,0.0,"7.0,81.0",0.02
,Botswana,Botswana,2020-03-26,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-22.3285,24.6849",0.02
,West Bank and Gaza,West Bank and Gaza,2020-03-26,84,1,17,66,25,1,0.0,1.0,0.012,1.0,"31.9522,35.2332",0.02
,Bangladesh,Bangladesh,2020-03-26,44,5,11,28,5,0,4.0,9.0,0.114,0.556,"23.685,90.3563",0.02
Sint Maarten,Netherlands,Netherlands - Sint Maarten,2020-03-26,3,0,0,3,0,0,0.0,0.0,0.0,0.0,"18.0425,-63.0548",0.02
,Ethiopia,Ethiopia,2020-03-26,12,0,0,12,0,0,0.0,0.0,0.0,0.0,"9.145,40.4897",0.02
,Equatorial Guinea,Equatorial Guinea,2020-03-26,12,0,0,12,3,0,0.0,0.0,0.0,0.0,"1.5,10.0",0.02
,Maldives,Maldives,2020-03-26,13,0,8,5,0,0,0.0,0.0,0.0,0.0,"3.2028,73.2207",0.02
Greenland,Denmark,Denmark - Greenland,2020-03-26,6,0,2,4,0,0,0.0,0.0,0.0,0.0,"71.7069,-42.6043",0.02
Heilongjiang,China,China - Heilongjiang,2020-03-26,484,13,469,2,0,0,1.0,14.0,0.027,0.929,"47.861999999999995,127.7615",0.02
,Kyrgyzstan,Kyrgyzstan,2020-03-26,44,0,0,44,0,0,0.0,0.0,0.0,0.0,"41.2044,74.7661",0.02
,Suriname,Suriname,2020-03-26,8,0,0,8,0,0,0.0,0.0,0.0,0.0,"3.9193,-56.0278",0.02
,Haiti,Haiti,2020-03-26,8,0,0,8,0,0,0.0,0.0,0.0,0.0,"18.9712,-72.2852",0.02
Hunan,China,China - Hunan,2020-03-26,1018,4,1014,0,0,0,0.0,4.0,0.004,1.0,"27.6104,111.7088",0.02
Yunnan,China,China - Yunnan,2020-03-26,178,2,172,4,2,0,0.0,2.0,0.011,1.0,"24.974,101.48700000000001",0.02
,Zimbabwe,Zimbabwe,2020-03-26,3,1,0,2,0,0,0.0,1.0,0.333,1.0,"-20.0,30.0",0.02
,Kenya,Kenya,2020-03-26,31,1,1,29,3,1,0.0,1.0,0.032,1.0,"-0.0236,37.9062",0.02
,Eswatini,Eswatini,2020-03-26,6,0,0,6,2,0,0.0,0.0,0.0,0.0,"-26.5225,31.4659",0.02
Queensland,Australia,Australia - Queensland,2020-03-26,493,1,8,484,50,1,0.0,1.0,0.002,1.0,"-28.0167,153.4",0.02
Liaoning,China,China - Liaoning,2020-03-26,128,2,124,2,1,0,0.0,2.0,0.016,1.0,"41.2956,122.6085",0.02
,Ireland,Ireland,2020-03-26,1819,19,5,1795,255,10,0.0,19.0,0.01,1.0,"53.1424,-7.6921",0.02
,Azerbaijan,Azerbaijan,2020-03-26,122,3,15,104,29,1,5.0,8.0,0.025,0.375,"40.1431,47.5769",0.02
Cayman Islands,United Kingdom,United Kingdom - Cayman Islands,2020-03-26,8,1,0,7,0,0,0.0,1.0,0.125,1.0,"19.3133,-81.2546",0.02
,Uganda,Uganda,2020-03-26,14,0,0,14,0,0,0.0,0.0,0.0,0.0,"1.0,32.0",0.02
Shanxi,China,China - Shanxi,2020-03-26,253,3,242,8,3,0,2.0,5.0,0.012,0.6,"35.1917,108.8701",0.02
,Belize,Belize,2020-03-26,2,0,0,2,0,0,0.0,0.0,0.0,0.0,"13.1939,-59.5432",0.02
,Namibia,Namibia,2020-03-26,8,0,2,6,1,0,0.0,0.0,0.0,0.0,"-22.9576,18.4904",0.02
Western Australia,Australia,Australia - Western Australia,2020-03-26,231,2,1,228,56,1,0.0,2.0,0.009,1.0,"-31.9505,115.8605",0.02
Newfoundland and Labrador,Canada,Canada - Newfoundland and Labrador,2020-03-26,82,0,17,65,47,0,0.0,0.0,0.0,0.0,"53.1355,-57.6604",0.02
,Luxembourg,Luxembourg,2020-03-26,1453,9,6,1438,120,1,0.0,9.0,0.006,1.0,"49.8153,6.1296",0.02
,Ukraine,Ukraine,2020-03-26,196,5,1,190,51,0,0.0,5.0,0.026,1.0,"48.3794,31.1656",0.02
,Latvia,Latvia,2020-03-26,244,0,1,243,23,0,0.0,0.0,0.0,0.0,"56.8796,24.6032",0.02
Jilin,China,China - Jilin,2020-03-26,95,1,92,2,1,0,0.0,1.0,0.011,1.0,"43.6661,126.1923",0.02
,Djibouti,Djibouti,2020-03-26,11,0,0,11,0,0,0.0,0.0,0.0,0.0,"11.8251,42.5903",0.02
Anhui,China,China - Anhui,2020-03-26,990,6,984,0,0,0,0.0,6.0,0.006,1.0,"31.8257,117.2264",0.02
,Dominican Republic,Dominican Republic,2020-03-26,488,10,3,475,96,0,0.0,10.0,0.02,1.0,"18.7357,-70.1627",0.02
,Central African Republic,Central African Republic,2020-03-26,3,0,0,3,0,0,0.0,0.0,0.0,0.0,"6.6111,20.9394",0.02
