Country,Date,Forecast Active Cases,Forecast Active Cases Lower Bound,Forecast Active Cases Upper Bound,Forecast Confirmed Cases,Forecast Confirmed Cases Lower Bound,Forecast Confirmed Cases Upper Bound,Forecast New Cases,Forecast New Cases Lower Bound,Forecast New Cases Upper Bound,Lang,Lat,Province,uid
West Bank and Gaza,2020-04-06,262,207,321,281,240,325,29,0,66,35.2332,31.9522,,West Bank and Gaza
South Africa,2020-04-06,1608,1482,1717,1769,1687,1860,57,23,88,22.9375,-30.5595,,South Africa
North Macedonia,2020-04-06,532,471,602,578,512,633,57,12,108,21.7453,41.6086,,North Macedonia
Sweden,2020-04-06,6910,6087,7512,7879,7090,8602,510,235,845,16.0,63.0,,Sweden
Switzerland,2020-04-06,14418,13672,15239,22745,21578,24068,891,552,1268,8.2275,46.8182,,Switzerland
San Marino,2020-04-06,207,182,230,273,259,289,7,0,15,12.4578,43.9424,,San Marino
US,2020-04-06,324981,292253,352777,377009,354541,401028,37628,26462,50309,-95.7129,37.0902,,US
United Arab Emirates,2020-04-06,1807,1414,2121,2048,1739,2376,274,111,427,54.0,24.0,,United Arab Emirates
Turkey,2020-04-06,27393,24674,30165,31624,28644,34736,3211,1901,4679,35.2433,38.9637,,Turkey
Russia,2020-04-06,5652,4796,6460,6595,5612,7576,743,363,1072,90.0,60.0,,Russia
Saudi Arabia,2020-04-06,1941,1771,2094,2625,2424,2884,166,59,254,45.0,24.0,,Saudi Arabia
United Kingdom,2020-04-06,312,270,367,342,293,394,44,9,79,-2.3644,49.3723,Channel Islands,United Kingdom - Channel Islands
Romania,2020-04-06,3837,3451,4229,4561,4221,4949,468,217,699,24.9668,45.9432,,Romania
Senegal,2020-04-06,153,135,170,250,229,272,13,0,27,-14.4524,14.4974,,Senegal
Qatar,2020-04-06,1432,1265,1606,1623,1446,1830,221,76,381,51.1839,25.3548,,Qatar
United Kingdom,2020-04-06,53,45,61,118,104,134,7,0,16,-5.3536,36.1408,Gibraltar,United Kingdom - Gibraltar
Tunisia,2020-04-06,643,558,723,666,599,740,55,8,99,9.0,34.0,,Tunisia
Pakistan,2020-04-06,3140,2843,3455,3490,3153,3715,232,119,376,69.3451,30.3753,,Pakistan
Portugal,2020-04-06,12000,10822,13436,12981,11864,13891,828,494,1160,-8.2245,39.3999,,Portugal
Serbia,2020-04-06,2060,1770,2341,2149,1899,2416,234,52,397,21.0059,44.0165,,Serbia
Poland,2020-04-06,4169,3643,4628,4601,4229,5058,376,154,573,19.1451,51.9194,,Poland
United Kingdom,2020-04-06,43994,39932,48083,53135,48979,57199,4740,2629,6539,-3.4360000000000004,55.3781,,United Kingdom
Philippines,2020-04-06,3627,3268,4082,4043,3712,4414,273,90,440,122.0,13.0,,Philippines
Singapore,2020-04-06,992,881,1089,1367,1267,1435,77,36,123,103.8333,1.2833,,Singapore
Peru,2020-04-06,902,853,993,2195,1961,2398,194,80,320,-75.0152,-9.19,,Peru
Uruguay,2020-04-06,322,295,347,441,411,467,24,0,50,-55.7658,-32.5228,,Uruguay
Thailand,2020-04-06,1457,1353,1567,2377,2255,2513,91,28,151,101.0,15.0,,Thailand
Panama,2020-04-06,1919,1734,2110,2038,1810,2244,198,79,328,-80.7821,8.538,,Panama
Slovakia,2020-04-06,522,456,579,545,505,584,21,0,49,19.699,48.669,,Slovakia
United Kingdom,2020-04-06,177,135,228,173,137,214,17,0,39,-4.5481,54.2361,Isle of Man,United Kingdom - Isle of Man
Ukraine,2020-04-06,1496,1319,1717,1677,1421,1966,185,58,328,31.1656,48.3794,,Ukraine
Armenia,2020-04-06,860,763,946,919,859,1043,66,18,119,45.0382,40.0691,,Armenia
Netherlands,2020-04-06,70,62,78,69,65,76,2,0,5,-70.0358,12.5186,Aruba,Netherlands - Aruba
Cambodia,2020-04-06,66,56,76,119,116,124,3,0,18,104.9167,11.55,,Cambodia
Cameroon,2020-04-06,780,631,996,886,696,1091,129,3,245,11.5021,3.8480000000000003,,Cameroon
Canada,2020-04-06,1227,1087,1378,1281,1192,1383,67,0,148,-116.5765,53.9333,Alberta,Canada - Alberta
Canada,2020-04-06,1279,1137,1404,1361,1272,1444,38,7,63,-123.1207,49.2827,British Columbia,Canada - British Columbia
Canada,2020-04-06,216,185,268,250,213,290,14,0,36,-98.8139,53.7609,Manitoba,Canada - Manitoba
Canada,2020-04-06,89,76,101,104,95,112,1,0,5,-66.4619,46.5653,New Brunswick,Canada - New Brunswick
Canada,2020-04-06,210,186,233,228,208,249,7,0,17,-57.6604,53.1355,Newfoundland and Labrador,Canada - Newfoundland and Labrador
Canada,2020-04-06,280,229,325,291,251,328,24,0,51,-63.7443,44.681999999999995,Nova Scotia,Canada - Nova Scotia
Canada,2020-04-06,4429,3860,5052,4833,4261,5574,456,235,664,-85.3232,51.2538,Ontario,Canada - Ontario
Canada,2020-04-06,7431,6803,8195,8204,7455,8858,339,78,547,-73.5491,52.9399,Quebec,Canada - Quebec
Canada,2020-04-06,233,206,259,257,235,278,6,0,18,-106.4509,52.9399,Saskatchewan,Canada - Saskatchewan
Chile,2020-04-06,4220,3849,4622,5211,4809,5612,442,152,705,-71.543,-35.6751,,Chile
Colombia,2020-04-06,1530,1390,1674,1728,1511,1932,140,54,220,-74.2973,4.5709,,Colombia
Costa Rica,2020-04-06,473,424,523,492,463,524,25,2,48,-83.7534,9.7489,,Costa Rica
Cote d'Ivoire,2020-04-06,253,223,278,292,262,321,25,6,43,-5.5471,7.54,,Cote d'Ivoire
Croatia,2020-04-06,1157,1041,1279,1328,1241,1416,65,13,115,15.2,45.1,,Croatia
Cuba,2020-04-06,333,284,379,364,318,405,32,0,69,-80.0,22.0,,Cuba
Cyprus,2020-04-06,473,408,545,533,476,598,42,0,77,33.4299,35.1264,,Cyprus
Burkina Faso,2020-04-06,261,235,286,357,333,381,16,4,28,-1.5616,12.2383,,Burkina Faso
Czechia,2020-04-06,4921,4437,5513,5233,4868,5593,336,172,489,15.472999999999999,49.8175,,Czechia
Bulgaria,2020-04-06,508,462,571,578,534,620,27,0,59,25.4858,42.7339,,Bulgaria
Brazil,2020-04-06,12046,10657,13488,13488,12062,14881,1416,728,2050,-51.9253,-14.235,,Brazil
Afghanistan,2020-04-06,352,289,413,386,323,453,20,0,59,65.0,33.0,,Afghanistan
Albania,2020-04-06,232,200,260,383,346,420,29,0,55,20.1683,41.1533,,Albania
Algeria,2020-04-06,1339,1187,1497,1684,1439,1877,163,63,255,1.6596,28.0339,,Algeria
Andorra,2020-04-06,475,429,524,533,494,575,22,4,40,1.5218,42.5063,,Andorra
Argentina,2020-04-06,1341,1209,1470,1793,1616,1939,155,49,247,-63.6167,-38.4161,,Argentina
Australia,2020-04-06,73,63,82,102,96,110,2,0,7,149.0124,-35.4735,Australian Capital Territory,Australia - Australian Capital Territory
Australia,2020-04-06,2729,2519,2966,2844,2693,2982,94,31,178,151.2093,-33.8688,New South Wales,Australia - New South Wales
Australia,2020-04-06,999,905,1093,1028,972,1094,33,9,61,153.4,-28.0167,Queensland,Australia - Queensland
Australia,2020-04-06,387,353,427,459,427,494,22,6,39,138.6007,-34.9285,South Australia,Australia - South Australia
Australia,2020-04-06,80,70,92,86,80,92,4,0,10,145.9707,-41.4545,Tasmania,Australia - Tasmania
Australia,2020-04-06,612,564,663,1291,1216,1375,42,11,76,144.9631,-37.8136,Victoria,Australia - Victoria
Australia,2020-04-06,355,322,383,480,449,508,18,5,31,115.8605,-31.9505,Western Australia,Australia - Western Australia
Austria,2020-04-06,9771,9077,10489,13156,12506,13917,323,207,427,14.5501,47.5162,,Austria
Azerbaijan,2020-04-06,600,510,704,658,568,762,68,7,133,47.5769,40.1431,,Azerbaijan
Bahrain,2020-04-06,298,262,330,804,753,854,25,0,61,50.55,26.0275,,Bahrain
Belgium,2020-04-06,15781,14384,16896,22123,20857,23610,1710,981,2377,4.0,50.8333,,Belgium
Bosnia and Herzegovina,2020-04-06,697,612,780,778,703,850,46,1,97,17.6791,43.9159,,Bosnia and Herzegovina
Brunei,2020-04-06,64,57,71,141,136,146,2,0,3,114.7277,4.5353,,Brunei
Denmark,2020-04-06,89,78,100,189,181,198,3,0,9,-6.9118,61.8926,Faroe Islands,Denmark - Faroe Islands
Denmark,2020-04-06,2811,2594,3045,4886,4505,5308,380,154,606,9.5018,56.2639,,Denmark
Dominican Republic,2020-04-06,1672,1495,1846,1858,1687,2032,69,4,132,-70.1627,18.7357,,Dominican Republic
Italy,2020-04-06,94664,89258,100811,135960,130510,140740,4892,3567,6199,12.0,43.0,,Italy
Japan,2020-04-06,3002,2639,3366,3757,3360,4129,347,119,568,138.0,36.0,,Japan
Jordan,2020-04-06,259,233,284,354,335,373,10,0,21,36.51,31.24,,Jordan
Kazakhstan,2020-04-06,604,523,679,649,564,735,57,9,104,66.9237,48.0196,,Kazakhstan
"Korea, South",2020-04-06,3838,3276,4390,11621,10853,12382,95,62,130,128.0,36.0,,"Korea, South"
Kuwait,2020-04-06,484,390,586,603,539,704,78,26,134,47.75,29.5,,Kuwait
Latvia,2020-04-06,577,534,646,589,544,633,29,3,52,24.6032,56.8796,,Latvia
Lebanon,2020-04-06,484,438,528,563,539,599,12,0,20,35.8623,33.8547,,Lebanon
Lithuania,2020-04-06,903,802,1020,919,829,1030,71,23,122,23.8813,55.1694,,Lithuania
Luxembourg,2020-04-06,2329,2121,2484,3106,2917,3270,124,35,207,6.1296,49.8153,,Luxembourg
Malaysia,2020-04-06,2789,2563,3014,3988,3767,4171,200,105,291,112.5,2.5,,Malaysia
Malta,2020-04-06,234,212,266,236,222,248,10,0,22,14.3754,35.9375,,Malta
Mauritius,2020-04-06,219,193,250,241,214,271,18,0,37,57.5,-20.2,,Mauritius
Mexico,2020-04-06,917,853,980,2085,1906,2288,182,77,277,-102.5528,23.6345,,Mexico
Moldova,2020-04-06,910,761,1070,994,836,1182,148,11,258,28.3699,47.4116,,Moldova
Morocco,2020-04-06,937,823,1038,1130,1013,1249,113,43,194,-7.0926,31.7917,,Morocco
Israel,2020-04-06,8757,8085,9512,9788,8994,10448,548,270,815,35.0,31.0,,Israel
Ireland,2020-04-06,5243,4802,5759,5521,5189,6015,415,195,644,-7.6921,53.1424,,Ireland
Iraq,2020-04-06,644,585,708,1033,939,1097,60,11,101,44.0,33.0,,Iraq
Iran,2020-04-06,36120,33351,38484,63678,60447,67582,2854,2017,3702,53.0,32.0,,Iran
Ecuador,2020-04-06,3799,3443,4184,4331,4046,4671,177,0,368,-78.1834,-1.8312,,Ecuador
Egypt,2020-04-06,918,799,1032,1305,1171,1418,117,33,204,30.0,26.0,,Egypt
Estonia,2020-04-06,1118,994,1243,1221,1120,1325,84,24,176,25.0136,58.5953,,Estonia
Finland,2020-04-06,1627,1525,1795,2108,1982,2284,200,89,315,26.0,64.0,,Finland
France,2020-04-06,43,35,50,74,66,84,5,0,16,-53.1258,3.9339,French Guiana,France - French Guiana
France,2020-04-06,110,97,124,145,137,151,4,0,9,-61.5833,16.25,Guadeloupe,France - Guadeloupe
France,2020-04-06,147,128,174,169,147,192,11,0,26,45.1662,-12.8275,Mayotte,France - Mayotte
France,2020-04-06,327,305,372,400,364,435,17,0,43,55.2471,-21.1351,Reunion,France - Reunion
France,2020-04-06,127,112,142,165,153,178,6,0,18,-61.0242,14.6415,Martinique,France - Martinique
Netherlands,2020-04-06,16710,15489,17930,19353,18332,20380,1085,658,1509,5.2913,52.1326,,Netherlands
France,2020-04-06,70278,64480,77392,103125,95320,111490,16991,8036,25527,2.2137,46.2276,,France
Germany,2020-04-06,74027,69615,78423,109901,105274,114307,6309,4506,8130,9.0,51.0,,Germany
Ghana,2020-04-06,189,169,207,234,220,251,1,0,3,-1.0232,7.9465,,Ghana
Greece,2020-04-06,1737,1564,1884,1934,1824,2047,80,21,146,21.8243,39.0742,,Greece
Honduras,2020-04-06,303,255,360,332,280,391,31,0,68,-86.2419,15.2,,Honduras
Hungary,2020-04-06,686,619,757,804,741,873,52,10,99,19.5033,47.1625,,Hungary
Iceland,2020-04-06,1130,1056,1204,1609,1519,1693,58,22,103,-19.0208,64.9631,,Iceland
India,2020-04-06,3455,2987,3968,4054,3642,4489,344,93,627,78.0,21.0,,India
Indonesia,2020-04-06,2053,1845,2267,2498,2334,2690,157,69,245,113.9213,-0.7893,,Indonesia
